invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total
3087,walm077,coppell,home and lifestyle,21,3,2020-01-01 00:00:00,14:23:00,ewallet,9,0.33,63
3088,walm041,mission,fashion accessories,27,2,2020-01-20 00:00:00,13:25:00,ewallet,9,0.48,54
3089,walm022,mesquite,home and lifestyle,27,3,2020-04-01 00:00:00,6:34:00,ewallet,5,0.48,81
3090,walm039,longview,fashion accessories,36,1,2021-08-18 00:00:00,19:45:00,ewallet,9,0.48,36
3091,walm001,houston,home and lifestyle,47,1,2023-07-25 00:00:00,10:22:00,ewallet,4,0.36,47
3092,walm085,kerrville,fashion accessories,68,3,2022-06-21 00:00:00,19:49:00,ewallet,9,0.33,204
3093,walm067,haltom city,home and lifestyle,64,3,2023-04-08 00:00:00,7:56:00,ewallet,6,0.33,192
3094,walm002,dallas,fashion accessories,71,3,2022-01-23 00:00:00,10:41:00,ewallet,6,0.36,213
3095,walm093,angleton,home and lifestyle,84,3,2022-09-03 00:00:00,18:43:00,ewallet,7,0.33,252
3096,walm001,houston,fashion accessories,29,3,2022-11-19 00:00:00,19:26:00,ewallet,4,0.36,87
3097,walm060,desoto,home and lifestyle,20,3,2020-07-07 00:00:00,7:05:00,ewallet,8,0.33,60
3098,walm024,carrollton,fashion accessories,56,1,2021-09-20 00:00:00,17:11:00,ewallet,5,0.48,56
3099,walm026,denton,home and lifestyle,47,2,2023-11-27 00:00:00,13:36:00,ewallet,5,0.48,94
3100,walm083,farmers branch,fashion accessories,62,2,2020-07-20 00:00:00,14:52:00,ewallet,7,0.33,124
3101,walm093,angleton,home and lifestyle,21,3,2023-01-26 00:00:00,7:44:00,ewallet,9,0.33,63
3102,walm042,bryan,fashion accessories,81,1,2021-12-29 00:00:00,14:54:00,ewallet,8,0.48,81
3103,walm002,dallas,home and lifestyle,83,1,2022-01-22 00:00:00,8:46:00,ewallet,8,0.36,83
3104,walm057,euless,fashion accessories,46,3,2023-08-30 00:00:00,18:56:00,ewallet,4,0.33,138
3105,walm033,pearland,home and lifestyle,18,3,2020-02-03 00:00:00,13:16:00,ewallet,9,0.48,54
3106,walm066,grapevine,fashion accessories,16,2,2020-12-02 00:00:00,13:08:00,ewallet,7,0.33,32
3107,walm092,lake jackson,home and lifestyle,18,1,2022-07-01 00:00:00,9:46:00,ewallet,8,0.33,18
3108,walm022,mesquite,fashion accessories,78,3,2020-05-06 00:00:00,18:01:00,ewallet,5,0.48,234
3109,walm005,fort worth,home and lifestyle,31,2,2022-07-02 00:00:00,13:28:00,ewallet,5,0.48,62
3110,walm039,longview,fashion accessories,15,1,2023-01-07 00:00:00,10:30:00,ewallet,9,0.48,15
3111,walm004,austin,home and lifestyle,32,2,2021-09-14 00:00:00,9:34:00,ewallet,6,0.48,64
3112,walm079,la porte,fashion accessories,37,3,2023-11-09 00:00:00,22:01:00,ewallet,5,0.33,111
3113,walm085,kerrville,home and lifestyle,54,1,2023-05-08 00:00:00,20:01:00,ewallet,4,0.33,54
3114,walm021,mcallen,fashion accessories,74,1,2021-04-22 00:00:00,10:03:00,ewallet,6,0.48,74
3115,walm001,houston,home and lifestyle,35,1,2021-11-19 00:00:00,17:54:00,ewallet,4,0.36,35
3116,walm010,laredo,fashion accessories,68,3,2023-06-28 00:00:00,19:49:00,ewallet,7,0.48,204
3117,walm037,league city,home and lifestyle,28,1,2020-11-18 00:00:00,19:49:00,ewallet,7,0.48,28
3118,walm062,galveston,fashion accessories,63,3,2020-08-13 00:00:00,8:21:00,ewallet,8,0.33,189
3119,walm047,flower mound,home and lifestyle,74,2,2022-04-21 00:00:00,19:33:00,ewallet,4,0.48,148
3120,walm093,angleton,fashion accessories,55,2,2021-09-10 00:00:00,20:42:00,ewallet,7,0.33,110
3121,walm005,fort worth,home and lifestyle,18,3,2021-02-15 00:00:00,22:27:00,ewallet,9,0.48,54
3122,walm045,missouri city,fashion accessories,56,3,2022-10-21 00:00:00,15:11:00,credit card,8,0.48,168
3123,walm048,harlingen,home and lifestyle,15,2,2021-12-07 00:00:00,6:51:00,ewallet,8,0.48,30
3124,walm098,mineral wells,fashion accessories,49,2,2021-11-08 00:00:00,10:07:00,ewallet,6,0.18,98
3125,walm068,burleson,home and lifestyle,50,2,2021-03-02 00:00:00,9:22:00,ewallet,4,0.33,100
3126,walm011,lubbock,fashion accessories,52,3,2020-12-23 00:00:00,15:09:00,ewallet,8,0.48,156
3127,walm008,corpus christi,home and lifestyle,57,3,2020-07-03 00:00:00,19:25:00,ewallet,8,0.48,171
3128,walm033,pearland,fashion accessories,21,1,2020-03-07 00:00:00,19:10:00,ewallet,8,0.48,21
3129,walm007,arlington,home and lifestyle,40,1,2022-03-20 00:00:00,11:34:00,ewallet,8,0.48,40
3130,walm079,la porte,fashion accessories,63,1,2023-01-25 00:00:00,16:07:00,ewallet,5,0.33,63
3131,walm034,college station,home and lifestyle,27,1,2021-04-17 00:00:00,13:00:00,ewallet,4,0.48,27
3132,walm005,fort worth,fashion accessories,57,3,2023-05-29 00:00:00,14:36:00,ewallet,7,0.48,171
3133,walm004,austin,home and lifestyle,82,3,2020-06-26 00:00:00,12:45:00,ewallet,6,0.48,246
3134,walm040,edinburg,fashion accessories,85,2,2020-08-29 00:00:00,21:39:00,ewallet,4,0.48,170
3135,walm096,eagle pass,home and lifestyle,85,1,2020-08-19 00:00:00,19:09:00,ewallet,8,0.33,85
3136,walm088,cleburne,fashion accessories,58,2,2022-07-17 00:00:00,8:44:00,ewallet,4,0.33,116
3137,walm071,lufkin,home and lifestyle,36,3,2022-06-12 00:00:00,13:08:00,ewallet,6,0.33,108
3138,walm060,desoto,fashion accessories,43,2,2021-09-18 00:00:00,10:18:00,ewallet,6,0.33,86
3139,walm017,mckinney,home and lifestyle,45,3,2023-10-07 00:00:00,6:39:00,ewallet,6,0.48,135
3140,walm053,conroe,fashion accessories,40,1,2021-05-13 00:00:00,9:10:00,ewallet,4,0.21,40
3141,walm091,little elm,home and lifestyle,49,2,2022-03-01 00:00:00,12:25:00,ewallet,6,0.33,98
3142,walm004,austin,fashion accessories,67,2,2020-02-10 00:00:00,7:49:00,ewallet,6,0.48,134
3143,walm042,bryan,home and lifestyle,25,3,2021-09-10 00:00:00,18:20:00,ewallet,6,0.48,75
3144,walm092,lake jackson,fashion accessories,61,3,2022-05-22 00:00:00,16:15:00,ewallet,6,0.33,183
3145,walm045,missouri city,home and lifestyle,64,3,2020-05-05 00:00:00,13:36:00,credit card,8,0.48,192
3146,walm053,conroe,fashion accessories,77,1,2021-04-17 00:00:00,17:12:00,ewallet,7,0.21,77
3147,walm083,farmers branch,home and lifestyle,85,2,2021-02-13 00:00:00,22:58:00,ewallet,8,0.33,170
3148,walm001,houston,fashion accessories,54,1,2020-04-07 00:00:00,19:20:00,ewallet,5,0.36,54
3149,walm094,alamo,home and lifestyle,60,1,2021-10-22 00:00:00,13:06:00,ewallet,6,0.33,60
3150,walm023,midland,fashion accessories,78,3,2023-04-27 00:00:00,16:52:00,ewallet,9,0.48,234
3151,walm051,new braunfels,home and lifestyle,64,1,2023-09-26 00:00:00,12:03:00,ewallet,8,0.48,64
3152,walm019,pasadena,fashion accessories,63,2,2022-09-30 00:00:00,19:15:00,ewallet,7,0.48,126
3153,walm011,lubbock,home and lifestyle,58,3,2023-10-30 00:00:00,14:54:00,ewallet,8,0.48,174
3154,walm015,grand prairie,fashion accessories,62,2,2021-06-03 00:00:00,9:24:00,ewallet,5,0.48,124
3155,walm008,corpus christi,home and lifestyle,52,3,2021-05-08 00:00:00,21:07:00,ewallet,6,0.48,156
3156,walm049,north richland hills,fashion accessories,43,3,2020-12-18 00:00:00,8:38:00,ewallet,5,0.48,129
3157,walm040,edinburg,home and lifestyle,21,1,2021-10-26 00:00:00,7:17:00,ewallet,4,0.48,21
3158,walm057,euless,fashion accessories,30,3,2020-03-26 00:00:00,18:40:00,ewallet,4,0.33,90
3159,walm076,huntsville,home and lifestyle,47,3,2021-08-12 00:00:00,19:16:00,ewallet,8,0.33,141
3160,walm053,conroe,fashion accessories,42,1,2023-06-26 00:00:00,6:58:00,ewallet,9,0.21,42
3161,walm064,bedford,home and lifestyle,63,1,2022-05-07 00:00:00,15:23:00,ewallet,9,0.33,63
3162,walm007,arlington,fashion accessories,51,2,2023-07-27 00:00:00,9:53:00,ewallet,8,0.48,102
3163,walm061,cedar park,home and lifestyle,54,3,2021-09-30 00:00:00,6:49:00,ewallet,5,0.33,162
3164,walm100,canyon,fashion accessories,17,3,2023-09-28 00:00:00,12:53:00,ewallet,6,0.18,51
3165,walm080,nacogdoches,home and lifestyle,51,2,2020-06-28 00:00:00,21:27:00,ewallet,6,0.33,102
3166,walm071,lufkin,fashion accessories,30,2,2022-09-07 00:00:00,18:19:00,ewallet,8,0.33,60
3167,walm047,flower mound,home and lifestyle,33,2,2023-06-15 00:00:00,10:00:00,ewallet,7,0.48,66
3168,walm052,mansfield,fashion accessories,43,1,2021-05-01 00:00:00,9:15:00,ewallet,7,0.57,43
3169,walm015,grand prairie,home and lifestyle,42,3,2022-05-01 00:00:00,9:56:00,ewallet,5,0.48,126
3170,walm063,georgetown,fashion accessories,53,3,2023-02-21 00:00:00,12:01:00,ewallet,4,0.33,159
3171,walm047,flower mound,home and lifestyle,71,3,2023-05-06 00:00:00,7:03:00,ewallet,6,0.48,213
3172,walm076,huntsville,fashion accessories,24,1,2021-01-12 00:00:00,9:32:00,ewallet,8,0.33,24
3173,walm012,garland,home and lifestyle,72,3,2021-03-30 00:00:00,21:38:00,ewallet,4,0.48,216
3174,walm071,lufkin,fashion accessories,37,2,2022-01-05 00:00:00,6:28:00,ewallet,4,0.33,74
3175,walm059,pflugerville,home and lifestyle,44,3,2021-07-01 00:00:00,13:33:00,ewallet,6,0.33,132
3176,walm026,denton,fashion accessories,41,3,2023-06-25 00:00:00,21:37:00,ewallet,5,0.48,123
3177,walm018,frisco,home and lifestyle,18,2,2022-10-10 00:00:00,18:24:00,ewallet,6,0.48,36
3178,walm096,eagle pass,fashion accessories,53,2,2021-06-26 00:00:00,17:52:00,ewallet,9,0.18,106
3179,walm062,galveston,home and lifestyle,80,1,2023-10-04 00:00:00,15:10:00,ewallet,6,0.33,80
3180,walm049,north richland hills,fashion accessories,36,1,2021-10-27 00:00:00,10:38:00,ewallet,6,0.48,36
3181,walm027,abilene,home and lifestyle,82,1,2021-01-03 00:00:00,14:34:00,ewallet,4,0.48,82
3182,walm057,euless,fashion accessories,69,2,2020-03-25 00:00:00,22:24:00,ewallet,6,0.33,138
3183,walm039,longview,home and lifestyle,52,1,2023-11-11 00:00:00,7:32:00,ewallet,8,0.48,52
3184,walm014,amarillo,fashion accessories,48,3,2023-05-31 00:00:00,17:52:00,ewallet,7,0.48,144
3185,walm058,port arthur,home and lifestyle,80,2,2020-03-19 00:00:00,13:01:00,ewallet,9,0.33,160
3186,walm009,plano,fashion accessories,75,1,2021-05-09 00:00:00,16:30:00,ewallet,6,0.48,75
3187,walm096,eagle pass,home and lifestyle,50,1,2022-10-27 00:00:00,20:53:00,ewallet,6,0.33,50
3188,walm081,friendswood,fashion accessories,37,3,2020-05-27 00:00:00,21:37:00,ewallet,9,0.33,111
3189,walm004,austin,home and lifestyle,72,1,2022-01-28 00:00:00,15:15:00,ewallet,6,0.48,72
3190,walm085,kerrville,fashion accessories,21,2,2023-07-20 00:00:00,22:05:00,ewallet,6,0.33,42
3191,walm016,brownsville,home and lifestyle,60,1,2023-09-05 00:00:00,7:28:00,ewallet,5,0.48,60
3192,walm057,euless,fashion accessories,23,3,2020-11-04 00:00:00,16:14:00,ewallet,5,0.33,69
3193,walm005,fort worth,home and lifestyle,35,3,2022-09-15 00:00:00,7:31:00,ewallet,9,0.48,105
3194,walm022,mesquite,fashion accessories,48,3,2023-12-11 00:00:00,18:01:00,ewallet,4,0.48,144
3195,walm028,odessa,home and lifestyle,56,2,2022-06-09 00:00:00,8:03:00,ewallet,6,0.48,112
3196,walm015,grand prairie,fashion accessories,20,2,2021-12-10 00:00:00,12:08:00,ewallet,5,0.48,40
3197,walm085,kerrville,home and lifestyle,51,3,2022-04-03 00:00:00,19:26:00,ewallet,7,0.33,153
3198,walm063,georgetown,fashion accessories,47,1,2020-01-05 00:00:00,8:21:00,ewallet,9,0.33,47
3199,walm022,mesquite,home and lifestyle,41,3,2023-11-22 00:00:00,7:13:00,ewallet,5,0.48,123
3200,walm096,eagle pass,fashion accessories,82,1,2021-08-02 00:00:00,16:50:00,ewallet,9,0.18,82
3201,walm017,mckinney,home and lifestyle,30,3,2020-09-28 00:00:00,18:31:00,ewallet,5,0.48,90
3202,walm019,pasadena,fashion accessories,67,1,2020-11-27 00:00:00,11:56:00,ewallet,9,0.48,67
3203,walm097,alice,home and lifestyle,34,1,2021-11-22 00:00:00,22:27:00,ewallet,8,0.18,34
3204,walm021,mcallen,fashion accessories,80,1,2020-10-14 00:00:00,14:14:00,ewallet,8,0.48,80
3205,walm043,baytown,home and lifestyle,22,1,2020-12-12 00:00:00,20:46:00,ewallet,4,0.48,22
3206,walm053,conroe,fashion accessories,47,3,2023-10-07 00:00:00,10:56:00,ewallet,6,0.21,141
3207,walm018,frisco,home and lifestyle,51,1,2021-03-10 00:00:00,17:45:00,ewallet,7,0.48,51
3208,walm030,richardson,fashion accessories,58,1,2022-07-09 00:00:00,8:26:00,ewallet,4,0.48,58
3209,walm063,georgetown,home and lifestyle,32,2,2021-10-30 00:00:00,16:31:00,ewallet,6,0.33,64
3210,walm043,baytown,fashion accessories,30,1,2020-06-12 00:00:00,19:18:00,ewallet,6,0.48,30
3211,walm097,alice,home and lifestyle,37,1,2020-08-25 00:00:00,17:38:00,ewallet,4,0.18,37
3212,walm078,del rio,fashion accessories,53,3,2022-01-22 00:00:00,9:14:00,ewallet,7,0.33,159
3213,walm043,baytown,home and lifestyle,56,2,2020-02-18 00:00:00,11:22:00,ewallet,8,0.48,112
3214,walm077,coppell,fashion accessories,72,2,2021-10-17 00:00:00,7:48:00,ewallet,6,0.33,144
3215,walm100,canyon,home and lifestyle,60,1,2023-11-27 00:00:00,8:20:00,ewallet,4,0.18,60
3216,walm018,frisco,fashion accessories,40,1,2021-09-12 00:00:00,16:39:00,ewallet,6,0.48,40
3217,walm012,garland,home and lifestyle,19,3,2020-09-11 00:00:00,18:16:00,ewallet,4,0.48,57
3218,walm095,big spring,fashion accessories,66,2,2022-08-26 00:00:00,7:18:00,ewallet,6,0.33,132
3219,walm028,odessa,home and lifestyle,54,1,2021-12-18 00:00:00,22:42:00,ewallet,5,0.48,54
3220,walm066,grapevine,fashion accessories,80,3,2022-08-31 00:00:00,20:41:00,ewallet,7,0.33,240
3221,walm070,hurst,home and lifestyle,50,1,2021-11-21 00:00:00,22:00:00,ewallet,7,0.33,50
3222,walm062,galveston,fashion accessories,58,3,2021-08-03 00:00:00,20:16:00,ewallet,7,0.33,174
3223,walm036,allen,home and lifestyle,31,1,2022-10-17 00:00:00,11:35:00,ewallet,5,0.48,31
3224,walm083,farmers branch,fashion accessories,29,1,2020-08-01 00:00:00,14:33:00,ewallet,7,0.33,29
3225,walm001,houston,home and lifestyle,31,3,2021-12-28 00:00:00,10:06:00,ewallet,6,0.36,93
3226,walm017,mckinney,fashion accessories,85,3,2021-12-26 00:00:00,19:47:00,ewallet,5,0.48,255
3227,walm037,league city,home and lifestyle,83,2,2020-09-03 00:00:00,14:34:00,ewallet,4,0.48,166
3228,walm005,fort worth,fashion accessories,25,1,2021-11-08 00:00:00,8:52:00,ewallet,5,0.48,25
3229,walm044,pharr,home and lifestyle,60,2,2023-10-24 00:00:00,13:43:00,ewallet,7,0.48,120
3230,walm068,burleson,fashion accessories,76,3,2021-10-11 00:00:00,6:46:00,ewallet,7,0.33,228
3231,walm008,corpus christi,home and lifestyle,57,2,2021-10-12 00:00:00,22:48:00,ewallet,8,0.48,114
3232,walm010,laredo,fashion accessories,74,3,2021-09-07 00:00:00,22:56:00,ewallet,6,0.48,222
3233,walm094,alamo,home and lifestyle,51,3,2021-10-06 00:00:00,14:43:00,ewallet,4,0.33,153
3234,walm013,irving,fashion accessories,35,3,2023-11-17 00:00:00,20:44:00,ewallet,5,0.48,105
3235,walm077,coppell,home and lifestyle,20,2,2021-12-07 00:00:00,17:13:00,ewallet,7,0.33,40
3236,walm088,cleburne,fashion accessories,65,1,2023-08-13 00:00:00,20:22:00,ewallet,5,0.33,65
3237,walm020,killeen,home and lifestyle,64,3,2020-09-15 00:00:00,15:55:00,ewallet,8,0.48,192
3238,walm062,galveston,fashion accessories,61,1,2021-12-01 00:00:00,15:14:00,ewallet,4,0.33,61
3239,walm004,austin,home and lifestyle,16,1,2020-08-23 00:00:00,8:27:00,ewallet,6,0.48,16
3240,walm063,georgetown,fashion accessories,68,1,2020-08-11 00:00:00,8:36:00,ewallet,7,0.33,68
3241,walm080,nacogdoches,home and lifestyle,70,3,2020-12-03 00:00:00,18:43:00,ewallet,8,0.33,210
3242,walm042,bryan,fashion accessories,76,1,2021-08-11 00:00:00,9:42:00,ewallet,4,0.48,76
3243,walm061,cedar park,home and lifestyle,84,2,2022-12-01 00:00:00,19:09:00,ewallet,8,0.33,168
3244,walm066,grapevine,fashion accessories,18,2,2020-10-23 00:00:00,10:27:00,ewallet,7,0.33,36
3245,walm044,pharr,home and lifestyle,71,1,2023-09-10 00:00:00,14:27:00,ewallet,5,0.48,71
3246,walm076,huntsville,fashion accessories,44,3,2023-12-28 00:00:00,14:12:00,ewallet,6,0.33,132
3247,walm093,angleton,home and lifestyle,27,1,2020-12-20 00:00:00,16:54:00,ewallet,7,0.33,27
3248,walm031,lewisville,fashion accessories,52,1,2023-10-08 00:00:00,20:48:00,ewallet,7,0.48,52
3249,walm071,lufkin,home and lifestyle,23,3,2023-09-06 00:00:00,15:11:00,ewallet,5,0.33,69
3250,walm027,abilene,fashion accessories,51,2,2020-12-24 00:00:00,12:28:00,ewallet,9,0.48,102
3251,walm041,mission,home and lifestyle,71,1,2020-11-05 00:00:00,7:48:00,ewallet,6,0.48,71
3252,walm030,richardson,fashion accessories,30,1,2023-11-27 00:00:00,20:18:00,ewallet,7,0.48,30
3253,walm024,carrollton,home and lifestyle,80,3,2020-10-12 00:00:00,14:00:00,ewallet,4,0.48,240
3254,walm071,lufkin,fashion accessories,54,1,2020-09-30 00:00:00,13:31:00,ewallet,5,0.33,54
3255,walm004,austin,home and lifestyle,15,2,2020-12-28 00:00:00,17:52:00,ewallet,6,0.48,30
3256,walm072,lancaster,fashion accessories,16,1,2020-08-28 00:00:00,13:14:00,ewallet,7,0.33,16
3257,walm067,haltom city,home and lifestyle,36,3,2023-12-03 00:00:00,15:41:00,ewallet,6,0.33,108
3258,walm077,coppell,fashion accessories,58,2,2021-12-15 00:00:00,16:30:00,ewallet,8,0.33,116
3259,walm070,hurst,home and lifestyle,63,1,2020-08-11 00:00:00,19:28:00,ewallet,5,0.33,63
3260,walm058,port arthur,fashion accessories,29,3,2023-08-23 00:00:00,21:12:00,ewallet,8,0.33,87
3261,walm067,haltom city,home and lifestyle,31,2,2020-12-05 00:00:00,14:06:00,ewallet,9,0.33,62
3262,walm009,plano,fashion accessories,22,3,2022-08-17 00:00:00,13:36:00,ewallet,8,0.48,66
3263,walm060,desoto,home and lifestyle,45,1,2023-08-16 00:00:00,19:59:00,ewallet,8,0.33,45
3264,walm098,mineral wells,fashion accessories,72,1,2021-08-22 00:00:00,15:13:00,ewallet,6,0.18,72
3265,walm022,mesquite,home and lifestyle,68,3,2023-11-16 00:00:00,15:59:00,ewallet,6,0.48,204
3266,walm093,angleton,fashion accessories,26,2,2023-12-16 00:00:00,20:40:00,ewallet,8,0.33,52
3267,walm094,alamo,home and lifestyle,22,2,2022-10-27 00:00:00,6:13:00,ewallet,9,0.33,44
3268,walm059,pflugerville,fashion accessories,52,1,2020-11-21 00:00:00,7:00:00,ewallet,5,0.33,52
3269,walm080,nacogdoches,home and lifestyle,30,3,2020-08-19 00:00:00,11:44:00,ewallet,5,0.33,90
3270,walm066,grapevine,fashion accessories,68,3,2023-10-04 00:00:00,21:20:00,ewallet,8,0.33,204
3271,walm094,alamo,home and lifestyle,66,3,2022-08-04 00:00:00,16:23:00,ewallet,5,0.33,198
3272,walm017,mckinney,fashion accessories,74,3,2021-10-09 00:00:00,11:17:00,ewallet,8,0.48,222
3273,walm028,odessa,home and lifestyle,15,3,2023-09-25 00:00:00,21:32:00,ewallet,6,0.48,45
3274,walm096,eagle pass,fashion accessories,62,3,2022-08-11 00:00:00,22:24:00,ewallet,5,0.18,186
3275,walm096,eagle pass,home and lifestyle,82,2,2023-10-24 00:00:00,7:37:00,ewallet,8,0.33,164
3276,walm012,garland,fashion accessories,34,2,2023-09-01 00:00:00,19:38:00,ewallet,4,0.48,68
3277,walm095,big spring,home and lifestyle,60,1,2020-11-18 00:00:00,14:26:00,ewallet,6,0.33,60
3278,walm011,lubbock,fashion accessories,46,1,2023-09-24 00:00:00,16:31:00,ewallet,7,0.48,46
3279,walm064,bedford,home and lifestyle,73,3,2020-10-21 00:00:00,9:30:00,ewallet,5,0.33,219
3280,walm045,missouri city,fashion accessories,80,1,2022-11-13 00:00:00,16:04:00,credit card,6,0.48,80
3281,walm047,flower mound,home and lifestyle,25,1,2022-08-22 00:00:00,13:31:00,ewallet,7,0.48,25
3282,walm037,league city,fashion accessories,85,3,2022-10-25 00:00:00,17:41:00,ewallet,8,0.48,255
3283,walm098,mineral wells,home and lifestyle,33,2,2020-09-15 00:00:00,21:10:00,ewallet,8,0.18,66
3284,walm078,del rio,fashion accessories,82,1,2021-12-09 00:00:00,8:08:00,ewallet,6,0.33,82
3285,walm077,coppell,home and lifestyle,16,1,2022-08-02 00:00:00,20:36:00,ewallet,4,0.33,16
3286,walm064,bedford,fashion accessories,75,2,2021-12-09 00:00:00,10:54:00,ewallet,9,0.33,150
3287,walm044,pharr,home and lifestyle,69,1,2022-12-06 00:00:00,14:59:00,ewallet,6,0.48,69
3288,walm016,brownsville,fashion accessories,34,3,2021-08-07 00:00:00,21:29:00,ewallet,8,0.48,102
3289,walm071,lufkin,home and lifestyle,19,3,2022-12-18 00:00:00,18:21:00,ewallet,7,0.33,57
3290,walm079,la porte,fashion accessories,21,1,2020-12-04 00:00:00,14:51:00,ewallet,9,0.33,21
3291,walm026,denton,home and lifestyle,46,2,2020-12-02 00:00:00,17:01:00,ewallet,6,0.48,92
3292,walm006,el paso,fashion accessories,39,2,2021-10-27 00:00:00,10:08:00,ewallet,8,0.48,78
3293,walm018,frisco,home and lifestyle,33,2,2022-10-04 00:00:00,19:08:00,ewallet,7,0.48,66
3294,walm015,grand prairie,fashion accessories,51,1,2021-12-12 00:00:00,6:19:00,ewallet,4,0.48,51
3295,walm053,conroe,home and lifestyle,34,3,2021-10-18 00:00:00,15:08:00,ewallet,7,0.57,102
3296,walm014,amarillo,fashion accessories,74,3,2023-09-29 00:00:00,7:40:00,ewallet,8,0.48,222
3297,walm080,nacogdoches,home and lifestyle,85,1,2020-10-01 00:00:00,20:26:00,ewallet,7,0.33,85
3298,walm093,angleton,fashion accessories,74,3,2023-12-03 00:00:00,12:01:00,ewallet,5,0.33,222
3299,walm012,garland,home and lifestyle,55,3,2021-10-10 00:00:00,21:13:00,ewallet,6,0.48,165
3300,walm081,friendswood,fashion accessories,58,2,2022-08-13 00:00:00,16:38:00,ewallet,4,0.33,116
3301,walm028,odessa,home and lifestyle,15,3,2021-08-08 00:00:00,7:32:00,ewallet,5,0.48,45
3302,walm096,eagle pass,fashion accessories,42,2,2022-11-27 00:00:00,8:15:00,ewallet,5,0.18,84
3303,walm091,little elm,home and lifestyle,82,1,2023-08-24 00:00:00,11:26:00,ewallet,8,0.33,82
3304,walm030,richardson,fashion accessories,19,3,2020-09-23 00:00:00,8:45:00,ewallet,4,0.48,57
3305,walm051,new braunfels,home and lifestyle,60,1,2023-10-02 00:00:00,12:17:00,ewallet,5,0.48,60
3306,walm030,richardson,fashion accessories,76,3,2022-12-22 00:00:00,12:39:00,ewallet,4,0.48,228
3307,walm041,mission,home and lifestyle,62,2,2021-10-12 00:00:00,20:18:00,ewallet,6,0.48,124
3308,walm002,dallas,fashion accessories,27,1,2023-10-21 00:00:00,11:07:00,ewallet,7,0.36,27
3309,walm017,mckinney,home and lifestyle,64,3,2021-09-12 00:00:00,15:28:00,ewallet,7,0.48,192
3310,walm072,lancaster,fashion accessories,21,1,2023-11-20 00:00:00,22:59:00,ewallet,9,0.33,21
3311,walm015,grand prairie,home and lifestyle,30,1,2023-09-20 00:00:00,15:29:00,ewallet,9,0.48,30
3312,walm021,mcallen,fashion accessories,58,3,2023-08-11 00:00:00,20:56:00,ewallet,8,0.48,174
3313,walm004,austin,home and lifestyle,74,2,2021-09-17 00:00:00,21:27:00,ewallet,8,0.48,148
3314,walm083,farmers branch,fashion accessories,43,1,2020-10-05 00:00:00,6:32:00,ewallet,4,0.33,43
3315,walm047,flower mound,home and lifestyle,75,1,2021-08-24 00:00:00,20:21:00,ewallet,5,0.48,75
3316,walm037,league city,fashion accessories,48,2,2021-09-09 00:00:00,10:35:00,ewallet,9,0.48,96
3317,walm052,mansfield,home and lifestyle,54,3,2023-12-06 00:00:00,21:48:00,ewallet,4,0.57,162
3318,walm033,pearland,fashion accessories,82,1,2023-10-25 00:00:00,11:47:00,ewallet,4,0.48,82
3319,walm012,garland,home and lifestyle,83,1,2023-10-31 00:00:00,21:20:00,ewallet,9,0.48,83
3320,walm041,mission,fashion accessories,80,1,2020-11-14 00:00:00,20:18:00,ewallet,4,0.48,80
3321,walm019,pasadena,home and lifestyle,28,3,2021-08-15 00:00:00,20:39:00,ewallet,9,0.48,84
3322,walm053,conroe,fashion accessories,17,2,2023-08-31 00:00:00,12:06:00,ewallet,6,0.21,34
3323,walm015,grand prairie,home and lifestyle,56,3,2020-10-11 00:00:00,22:31:00,ewallet,5,0.48,168
3324,walm036,allen,fashion accessories,50,2,2022-08-31 00:00:00,6:13:00,ewallet,5,0.48,100
3325,walm009,plano,home and lifestyle,60,3,2020-10-17 00:00:00,14:31:00,ewallet,7,0.48,180
3326,walm058,port arthur,fashion accessories,36,1,2022-12-24 00:00:00,6:04:00,ewallet,8,0.33,36
3327,walm039,longview,home and lifestyle,28,2,2021-09-20 00:00:00,11:01:00,ewallet,4,0.48,56
3328,walm006,el paso,fashion accessories,82,2,2021-10-22 00:00:00,14:17:00,ewallet,7,0.48,164
3329,walm048,harlingen,home and lifestyle,67,1,2020-10-31 00:00:00,22:03:00,ewallet,6,0.48,67
3330,walm093,angleton,fashion accessories,24,1,2020-10-28 00:00:00,8:51:00,ewallet,4,0.33,24
3331,walm053,conroe,home and lifestyle,34,1,2022-12-22 00:00:00,10:52:00,ewallet,8,0.57,34
3332,walm067,haltom city,fashion accessories,45,3,2021-12-28 00:00:00,10:58:00,ewallet,8,0.33,135
3333,walm044,pharr,home and lifestyle,38,2,2023-10-30 00:00:00,19:22:00,ewallet,8,0.48,76
3334,walm002,dallas,fashion accessories,68,1,2021-12-17 00:00:00,21:36:00,ewallet,6,0.36,68
3335,walm007,arlington,home and lifestyle,19,3,2023-08-28 00:00:00,18:14:00,ewallet,5,0.48,57
3336,walm085,kerrville,fashion accessories,49,2,2023-08-23 00:00:00,6:43:00,ewallet,6,0.33,98
3337,walm071,lufkin,home and lifestyle,64,2,2022-10-18 00:00:00,8:38:00,ewallet,5,0.33,128
3338,walm067,haltom city,fashion accessories,57,3,2023-12-10 00:00:00,6:18:00,ewallet,6,0.33,171
3339,walm008,corpus christi,home and lifestyle,83,1,2022-12-19 00:00:00,6:28:00,ewallet,6,0.48,83
3340,walm085,kerrville,fashion accessories,66,1,2021-09-17 00:00:00,18:48:00,ewallet,9,0.33,66
